[2026-01-06 07:25:50] ALERT | Type: DoS | Severity: High | Confidence: 0.975
[2026-01-06 07:27:29] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:29] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:29] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:29] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:29] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:29] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:29] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:29] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:29] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:29] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:29] ALERT | Type: Probe | Severity: High | Confidence: 0.99
[2026-01-06 07:27:29] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:29] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:30] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:30] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:30] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:30] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:30] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:30] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:30] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:30] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:30] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:30] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:30] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:30] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:30] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:30] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:30] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:30] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:30] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:30] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:30] ALERT | Type: Probe | Severity: High | Confidence: 0.994
[2026-01-06 07:27:30] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:30] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:30] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:30] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:30] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:30] ALERT | Type: DoS | Severity: High | Confidence: 0.995
[2026-01-06 07:27:30] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:30] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:30] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:30] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:30] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:30] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:30] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:30] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:30] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:30] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:30] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:30] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:30] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:30] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:30] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:30] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:30] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:30] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:30] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:30] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:30] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:30] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:30] ALERT | Type: Probe | Severity: High | Confidence: 0.995
[2026-01-06 07:27:30] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:30] ALERT | Type: Probe | Severity: High | Confidence: 0.905
[2026-01-06 07:27:30] ALERT | Type: R2L | Severity: Medium | Confidence: 0.99
[2026-01-06 07:27:30] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:30] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:30] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:30] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:30] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:30] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:31] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:31] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:31] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:31] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:31] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:31] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:31] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:31] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:31] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:31] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:31] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:31] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:31] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:31] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:31] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:31] ALERT | Type: U2R | Severity: Critical | Confidence: 0.995
[2026-01-06 07:27:31] ALERT | Type: R2L | Severity: Medium | Confidence: 0.995
[2026-01-06 07:27:31] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:31] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:31] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:31] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:31] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:31] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:31] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:31] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:31] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:31] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:31] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:31] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:31] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:31] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:31] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:31] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:31] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:31] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:31] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:31] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:31] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:31] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:31] ALERT | Type: DoS | Severity: High | Confidence: 0.989
[2026-01-06 07:27:31] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:31] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:31] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:31] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:31] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:31] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:31] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:31] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:31] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:31] ALERT | Type: Probe | Severity: High | Confidence: 0.985
[2026-01-06 07:27:31] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:31] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:31] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:32] ALERT | Type: DoS | Severity: High | Confidence: 0.999
[2026-01-06 07:27:32] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:32] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:32] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:32] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:32] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:32] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:32] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:32] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:32] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:32] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:32] ALERT | Type: Probe | Severity: High | Confidence: 0.925
[2026-01-06 07:27:32] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:32] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:32] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:32] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:32] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:32] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:32] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:32] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:32] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:32] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:32] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:32] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:32] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:32] ALERT | Type: Probe | Severity: High | Confidence: 0.995
[2026-01-06 07:27:32] ALERT | Type: DoS | Severity: High | Confidence: 0.84
[2026-01-06 07:27:32] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:32] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:32] ALERT | Type: Probe | Severity: High | Confidence: 0.977
[2026-01-06 07:27:32] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:32] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:32] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:32] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:32] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:32] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:32] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:32] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:32] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:32] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:32] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:32] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:32] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:32] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:32] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:32] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:32] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:32] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:32] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:32] ALERT | Type: DoS | Severity: High | Confidence: 0.985
[2026-01-06 07:27:32] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:32] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:32] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:32] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:33] ALERT | Type: Probe | Severity: High | Confidence: 0.999
[2026-01-06 07:27:33] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:33] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:33] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:33] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:33] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:33] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:33] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:33] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:33] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:33] ALERT | Type: Probe | Severity: High | Confidence: 0.995
[2026-01-06 07:27:33] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:33] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:33] ALERT | Type: Probe | Severity: High | Confidence: 0.959
[2026-01-06 07:27:33] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:33] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:33] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:33] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:33] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:33] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:33] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:33] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:33] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:33] ALERT | Type: R2L | Severity: Medium | Confidence: 0.995
[2026-01-06 07:27:33] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:33] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:33] ALERT | Type: R2L | Severity: Medium | Confidence: 0.95
[2026-01-06 07:27:33] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:33] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:33] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:33] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:33] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:33] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:33] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:33] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:33] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:33] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:33] ALERT | Type: U2R | Severity: Critical | Confidence: 0.995
[2026-01-06 07:27:33] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:33] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:33] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:33] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:33] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:33] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:33] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:33] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:33] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:33] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:33] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:33] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:33] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:33] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:33] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:33] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:34] ALERT | Type: R2L | Severity: Medium | Confidence: 0.99
[2026-01-06 07:27:34] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:34] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:34] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:34] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:34] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:34] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:34] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:34] ALERT | Type: DoS | Severity: High | Confidence: 0.995
[2026-01-06 07:27:34] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:34] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:34] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:34] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:34] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:34] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:34] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:34] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:34] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:34] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:34] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:34] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:34] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:34] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:34] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:34] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:34] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:34] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:34] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:34] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:34] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:34] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:34] ALERT | Type: R2L | Severity: Medium | Confidence: 0.995
[2026-01-06 07:27:34] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:34] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:34] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:34] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:34] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:34] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:34] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:34] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:34] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:34] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:34] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:34] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:34] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:34] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:34] ALERT | Type: Probe | Severity: High | Confidence: 0.985
[2026-01-06 07:27:34] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:34] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:34] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:34] ALERT | Type: Probe | Severity: High | Confidence: 0.723
[2026-01-06 07:27:34] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:34] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:34] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:34] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:34] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:34] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:34] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:35] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:35] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:35] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:35] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:35] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:35] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:35] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:35] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:35] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:35] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:35] ALERT | Type: DoS | Severity: High | Confidence: 0.995
[2026-01-06 07:27:35] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:35] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:35] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:35] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:35] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:35] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:35] ALERT | Type: R2L | Severity: Medium | Confidence: 0.999
[2026-01-06 07:27:35] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:35] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:35] ALERT | Type: U2R | Severity: Critical | Confidence: 0.995
[2026-01-06 07:27:35] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:35] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:35] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:35] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:35] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:35] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:35] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:35] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:35] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:35] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:27:35] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:27:35] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:27:35] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:27:36] ALERT | Type: DoS | Severity: High | Confidence: 1.0
